ccode,scode,country,year,source,idp,host
482,CEN,Central African Republic,1964,0,0,0
482,CEN,Central African Republic,1965,0,0,8
482,CEN,Central African Republic,1966,0,0,21
482,CEN,Central African Republic,1967,0,0,43
482,CEN,Central African Republic,1968,0,0,41
482,CEN,Central African Republic,1969,0,0,25
482,CEN,Central African Republic,1970,0,0,28
482,CEN,Central African Republic,1971,0,0,30
482,CEN,Central African Republic,1972,0,0,6
482,CEN,Central African Republic,1973,,,
482,CEN,Central African Republic,1974,0,0,8
482,CEN,Central African Republic,1975,,,
482,CEN,Central African Republic,1976,0,0,0
482,CEN,Central African Republic,1977,0,0,0
482,CEN,Central African Republic,1978,0,0,0
482,CEN,Central African Republic,1979,,,
482,CEN,Central African Republic,1980,0,0,0
482,CEN,Central African Republic,1981,0,0,7
482,CEN,Central African Republic,1982,0,0,5
482,CEN,Central African Republic,1983,0,0,6
482,CEN,Central African Republic,1984,0,0,7
482,CEN,Central African Republic,1985,0,0,37
482,CEN,Central African Republic,1986,0,0,15
482,CEN,Central African Republic,1987,0,0,5
482,CEN,Central African Republic,1988,0,0,3
482,CEN,Central African Republic,1989,0,0,3
482,CEN,Central African Republic,1990,0,0,6
482,CEN,Central African Republic,1991,0,0,9
482,CEN,Central African Republic,1992,0,0,18
482,CEN,Central African Republic,1993,0,0,41
482,CEN,Central African Republic,1994,0,0,42
482,CEN,Central African Republic,1995,0,0,34
482,CEN,Central African Republic,1996,0,0,36
482,CEN,Central African Republic,1997,0,0,38
482,CEN,Central African Republic,1998,0,0,47
482,CEN,Central African Republic,1999,0,0,55
482,CEN,Central African Republic,2000,0,0,54
482,CEN,Central African Republic,2001,22,5,49
482,CEN,Central African Republic,2002,15,10,50
482,CEN,Central African Republic,2003,41,200,51
482,CEN,Central African Republic,2004,30,200,31
482,CEN,Central African Republic,2005,41,200,27
482,CEN,Central African Republic,2006,73,150,14
482,CEN,Central African Republic,2007,98,108,10
482,CEN,Central African Republic,2008,122,108,9
483,CHA,Chad,1964,0,0,0
483,CHA,Chad,1965,0,0,0
483,CHA,Chad,1966,0,0,0
483,CHA,Chad,1967,0,0,0
483,CHA,Chad,1968,0,0,0
483,CHA,Chad,1969,0,0,0
483,CHA,Chad,1970,2,0,0
483,CHA,Chad,1971,2,0,0
483,CHA,Chad,1972,2,0,0
483,CHA,Chad,1973,,,
483,CHA,Chad,1974,2,0,0
483,CHA,Chad,1975,,,
483,CHA,Chad,1976,0,0,0
483,CHA,Chad,1977,0,0,0
483,CHA,Chad,1978,0,0,0
483,CHA,Chad,1979,,,
483,CHA,Chad,1980,9,0,0
483,CHA,Chad,1981,396,0,0
483,CHA,Chad,1982,,100,0
483,CHA,Chad,1983,17,0,0
483,CHA,Chad,1984,16,50,0
483,CHA,Chad,1985,176,325,0
483,CHA,Chad,1986,123,325,0
483,CHA,Chad,1987,66,225,0
483,CHA,Chad,1988,41,225,0
483,CHA,Chad,1989,0,225,0
483,CHA,Chad,1990,78,0,0
483,CHA,Chad,1991,70,0,0
483,CHA,Chad,1992,24,0,0
483,CHA,Chad,1993,33,0,0
483,CHA,Chad,1994,29,0,0
483,CHA,Chad,1995,16,0,0
483,CHA,Chad,1996,16,0,0
483,CHA,Chad,1997,12,0,0
483,CHA,Chad,1998,16,0,10
483,CHA,Chad,1999,15,0,20
483,CHA,Chad,2000,53,0,20
483,CHA,Chad,2001,35,0,15
483,CHA,Chad,2002,0,0,16
483,CHA,Chad,2003,3,0,156
483,CHA,Chad,2004,54,0,260
483,CHA,Chad,2005,46,0,276
483,CHA,Chad,2006,85,113,287
483,CHA,Chad,2007,102,186,294
483,CHA,Chad,2008,77,167,330
484,CON,Congo-Brazzaville,1964,0,0,0
484,CON,Congo-Brazzaville,1965,0,0,0
484,CON,Congo-Brazzaville,1966,0,0,0
484,CON,Congo-Brazzaville,1967,0,0,0
484,CON,Congo-Brazzaville,1968,0,0,0
484,CON,Congo-Brazzaville,1969,0,0,0
484,CON,Congo-Brazzaville,1970,0,0,0
484,CON,Congo-Brazzaville,1971,0,0,0
484,CON,Congo-Brazzaville,1972,0,0,0
484,CON,Congo-Brazzaville,1973,,,
484,CON,Congo-Brazzaville,1974,0,0,0
484,CON,Congo-Brazzaville,1975,,,
484,CON,Congo-Brazzaville,1976,0,0,0
484,CON,Congo-Brazzaville,1977,0,0,0
484,CON,Congo-Brazzaville,1978,0,0,0
484,CON,Congo-Brazzaville,1979,,,
484,CON,Congo-Brazzaville,1980,0,0,0
484,CON,Congo-Brazzaville,1981,0,0,0
484,CON,Congo-Brazzaville,1982,0,0,0
484,CON,Congo-Brazzaville,1983,0,0,0
484,CON,Congo-Brazzaville,1984,0,0,0
484,CON,Congo-Brazzaville,1985,0,0,1
484,CON,Congo-Brazzaville,1986,0,0,1
484,CON,Congo-Brazzaville,1987,0,0,1
484,CON,Congo-Brazzaville,1988,0,0,2
484,CON,Congo-Brazzaville,1989,0,0,2
484,CON,Congo-Brazzaville,1990,0,0,3
484,CON,Congo-Brazzaville,1991,0,0,3
484,CON,Congo-Brazzaville,1992,0,0,9
484,CON,Congo-Brazzaville,1993,0,0,13
484,CON,Congo-Brazzaville,1994,0,0,16
484,CON,Congo-Brazzaville,1995,0,0,15
484,CON,Congo-Brazzaville,1996,0,0,16
484,CON,Congo-Brazzaville,1997,40,250,21
484,CON,Congo-Brazzaville,1998,20,250,20
484,CON,Congo-Brazzaville,1999,25,500,40
484,CON,Congo-Brazzaville,2000,20,30,126
484,CON,Congo-Brazzaville,2001,30,50,102
484,CON,Congo-Brazzaville,2002,25,100,118
484,CON,Congo-Brazzaville,2003,20,60,91
484,CON,Congo-Brazzaville,2004,23,0,72
484,CON,Congo-Brazzaville,2005,19,0,70
484,CON,Congo-Brazzaville,2006,13,8,60
484,CON,Congo-Brazzaville,2007,13,8,44
484,CON,Congo-Brazzaville,2008,19,8,40
490,ZAI,Congo-Kinshasa,1964,0,0,210
490,ZAI,Congo-Kinshasa,1965,25,0,290
490,ZAI,Congo-Kinshasa,1966,63,0,478
490,ZAI,Congo-Kinshasa,1967,89,0,559
490,ZAI,Congo-Kinshasa,1968,89,0,486
490,ZAI,Congo-Kinshasa,1969,75,0,582
490,ZAI,Congo-Kinshasa,1970,55,0,669
490,ZAI,Congo-Kinshasa,1971,49,0,490
490,ZAI,Congo-Kinshasa,1972,42,0,461
490,ZAI,Congo-Kinshasa,1973,,,
490,ZAI,Congo-Kinshasa,1974,43,0,459
490,ZAI,Congo-Kinshasa,1975,,,
490,ZAI,Congo-Kinshasa,1976,0,0,298
490,ZAI,Congo-Kinshasa,1977,0,0,298
490,ZAI,Congo-Kinshasa,1978,0,0,612
490,ZAI,Congo-Kinshasa,1979,,,
490,ZAI,Congo-Kinshasa,1980,69,0,194
490,ZAI,Congo-Kinshasa,1981,277,0,400
490,ZAI,Congo-Kinshasa,1982,,0,370
490,ZAI,Congo-Kinshasa,1983,79,0,270
490,ZAI,Congo-Kinshasa,1984,82,0,304
490,ZAI,Congo-Kinshasa,1985,77,0,328
490,ZAI,Congo-Kinshasa,1986,43,0,333
490,ZAI,Congo-Kinshasa,1987,54,0,338
490,ZAI,Congo-Kinshasa,1988,53,0,326
490,ZAI,Congo-Kinshasa,1989,50,0,339
490,ZAI,Congo-Kinshasa,1990,51,0,371
490,ZAI,Congo-Kinshasa,1991,67,2000,0
490,ZAI,Congo-Kinshasa,1992,67,100,442
490,ZAI,Congo-Kinshasa,1993,79,700,452
490,ZAI,Congo-Kinshasa,1994,56,550,1527
490,ZAI,Congo-Kinshasa,1995,59,225,1332
490,ZAI,Congo-Kinshasa,1996,117,400,455
490,ZAI,Congo-Kinshasa,1997,132,100,255
490,ZAI,Congo-Kinshasa,1998,136,300,220
490,ZAI,Congo-Kinshasa,1999,240,800,235
490,ZAI,Congo-Kinshasa,2000,350,1800,276
490,ZAI,Congo-Kinshasa,2001,355,2000,305
490,ZAI,Congo-Kinshasa,2002,410,2000,274
490,ZAI,Congo-Kinshasa,2003,440,3200,241
490,ZAI,Congo-Kinshasa,2004,469,2330,201
490,ZAI,Congo-Kinshasa,2005,451,1664,205
490,ZAI,Congo-Kinshasa,2006,413,1100,209
490,ZAI,Congo-Kinshasa,2007,364,1400,178
490,ZAI,Congo-Kinshasa,2008,361,2000,193
500,UGA,Uganda,1964,0,0,48
500,UGA,Uganda,1965,0,0,98
500,UGA,Uganda,1966,0,0,128
500,UGA,Uganda,1967,0,0,156
500,UGA,Uganda,1968,0,0,167
500,UGA,Uganda,1969,0,0,176
500,UGA,Uganda,1970,0,0,177
500,UGA,Uganda,1971,0,0,184
500,UGA,Uganda,1972,4,0,106
500,UGA,Uganda,1973,,,
500,UGA,Uganda,1974,3,0,114
500,UGA,Uganda,1975,,,
500,UGA,Uganda,1976,41,0,78
500,UGA,Uganda,1977,39,0,78
500,UGA,Uganda,1978,18,0,112
500,UGA,Uganda,1979,,,
500,UGA,Uganda,1980,105,0,112
500,UGA,Uganda,1981,188,265,112
500,UGA,Uganda,1982,,50,113
500,UGA,Uganda,1983,230,35,103
500,UGA,Uganda,1984,310,678,132
500,UGA,Uganda,1985,282,500,151
500,UGA,Uganda,1986,186,300,120
500,UGA,Uganda,1987,97,250,120
500,UGA,Uganda,1988,0,225,126
500,UGA,Uganda,1989,0,300,170
500,UGA,Uganda,1990,0,300,276
500,UGA,Uganda,1991,15,300,285
500,UGA,Uganda,1992,15,0,180
500,UGA,Uganda,1993,20,0,257
500,UGA,Uganda,1994,15,0,323
500,UGA,Uganda,1995,10,0,230
500,UGA,Uganda,1996,15,70,225
500,UGA,Uganda,1997,10,300,185
500,UGA,Uganda,1998,12,400,185
500,UGA,Uganda,1999,15,450,197
500,UGA,Uganda,2000,20,500,230
500,UGA,Uganda,2001,20,500,174
500,UGA,Uganda,2002,25,650,221
500,UGA,Uganda,2003,28,1400,232
500,UGA,Uganda,2004,29,1330,252
500,UGA,Uganda,2005,35,1741,254
500,UGA,Uganda,2006,26,2000,278
500,UGA,Uganda,2007,21,869,236
500,UGA,Uganda,2008,20,622,155
501,KEN,Kenya,1964,0,0,0
501,KEN,Kenya,1965,2,0,0
501,KEN,Kenya,1966,2,0,0
501,KEN,Kenya,1967,220,0,0
501,KEN,Kenya,1968,220,0,0
501,KEN,Kenya,1969,220,0,0
501,KEN,Kenya,1970,0,0,0
501,KEN,Kenya,1971,0,0,0
501,KEN,Kenya,1972,0,0,0
501,KEN,Kenya,1973,,,
501,KEN,Kenya,1974,0,0,2
501,KEN,Kenya,1975,,,
501,KEN,Kenya,1976,0,0,0
501,KEN,Kenya,1977,0,0,2
501,KEN,Kenya,1978,0,0,3
501,KEN,Kenya,1979,,,
501,KEN,Kenya,1980,0,0,7
501,KEN,Kenya,1981,0,0,4
501,KEN,Kenya,1982,0,0,4
501,KEN,Kenya,1983,0,0,4
501,KEN,Kenya,1984,0,0,8
501,KEN,Kenya,1985,0,0,8
501,KEN,Kenya,1986,0,0,8
501,KEN,Kenya,1987,0,0,9
501,KEN,Kenya,1988,0,0,11
501,KEN,Kenya,1989,0,0,16
501,KEN,Kenya,1990,0,0,14
501,KEN,Kenya,1991,0,0,107
501,KEN,Kenya,1992,0,45,423
501,KEN,Kenya,1993,6,300,332
501,KEN,Kenya,1994,8,210,257
501,KEN,Kenya,1995,8,210,225
501,KEN,Kenya,1996,8,100,186
501,KEN,Kenya,1997,0,150,196
501,KEN,Kenya,1998,0,200,192
501,KEN,Kenya,1999,5,100,254
501,KEN,Kenya,2000,0,100,233
501,KEN,Kenya,2001,0,225,243
501,KEN,Kenya,2002,0,230,221
501,KEN,Kenya,2003,0,230,219
501,KEN,Kenya,2004,10,360,269
501,KEN,Kenya,2005,10,382,315
501,KEN,Kenya,2006,0,431,338
501,KEN,Kenya,2007,0,400,319
501,KEN,Kenya,2008,0,400,377
510,TAZ,Tanzania,1964,0,0,16
510,TAZ,Tanzania,1965,0,0,40
510,TAZ,Tanzania,1966,0,0,39
510,TAZ,Tanzania,1967,0,0,41
510,TAZ,Tanzania,1968,0,0,50
510,TAZ,Tanzania,1969,0,0,55
510,TAZ,Tanzania,1970,0,0,58
510,TAZ,Tanzania,1971,0,0,79
510,TAZ,Tanzania,1972,0,0,97
510,TAZ,Tanzania,1973,,,
510,TAZ,Tanzania,1974,0,0,177
510,TAZ,Tanzania,1975,,,
510,TAZ,Tanzania,1976,0,0,110
510,TAZ,Tanzania,1977,0,0,133
510,TAZ,Tanzania,1978,0,0,152
510,TAZ,Tanzania,1979,,,
510,TAZ,Tanzania,1980,0,40,168
510,TAZ,Tanzania,1981,0,10,140
510,TAZ,Tanzania,1982,0,0,156
510,TAZ,Tanzania,1983,0,0,155
510,TAZ,Tanzania,1984,0,0,180
510,TAZ,Tanzania,1985,0,0,179
510,TAZ,Tanzania,1986,0,0,200
510,TAZ,Tanzania,1987,0,0,266
510,TAZ,Tanzania,1988,0,0,266
510,TAZ,Tanzania,1989,0,0,266
510,TAZ,Tanzania,1990,0,0,266
510,TAZ,Tanzania,1991,0,0,451
510,TAZ,Tanzania,1992,0,0,258
510,TAZ,Tanzania,1993,0,0,480
510,TAZ,Tanzania,1994,0,0,752
510,TAZ,Tanzania,1995,0,0,703
510,TAZ,Tanzania,1996,0,0,335
510,TAZ,Tanzania,1997,0,0,295
510,TAZ,Tanzania,1998,0,0,329
510,TAZ,Tanzania,1999,0,0,413
510,TAZ,Tanzania,2000,0,0,543
510,TAZ,Tanzania,2001,0,0,498
510,TAZ,Tanzania,2002,0,0,516
510,TAZ,Tanzania,2003,0,0,480
510,TAZ,Tanzania,2004,4,0,602
510,TAZ,Tanzania,2005,5,0,549
510,TAZ,Tanzania,2006,4,0,486
510,TAZ,Tanzania,2007,0,0,433
510,TAZ,Tanzania,2008,4,0,322
516,BUI,Burundi,1964,0,0,35
516,BUI,Burundi,1965,0,0,80
516,BUI,Burundi,1966,0,0,70
516,BUI,Burundi,1967,13,0,79
516,BUI,Burundi,1968,13,0,79
516,BUI,Burundi,1969,13,0,92
516,BUI,Burundi,1970,12,0,46
516,BUI,Burundi,1971,23,0,40
516,BUI,Burundi,1972,47,0,45
516,BUI,Burundi,1973,,,
516,BUI,Burundi,1974,143,0,47
516,BUI,Burundi,1975,,,
516,BUI,Burundi,1976,0,0,48
516,BUI,Burundi,1977,142,0,48
516,BUI,Burundi,1978,153,0,50
516,BUI,Burundi,1979,,,
516,BUI,Burundi,1980,154,0,50
516,BUI,Burundi,1981,141,0,235
516,BUI,Burundi,1982,,0,55
516,BUI,Burundi,1983,151,0,55
516,BUI,Burundi,1984,176,0,57
516,BUI,Burundi,1985,164,0,61
516,BUI,Burundi,1986,189,0,61
516,BUI,Burundi,1987,179,0,76
516,BUI,Burundi,1988,187,0,76
516,BUI,Burundi,1989,186,0,90
516,BUI,Burundi,1990,186,0,278
516,BUI,Burundi,1991,208,0,294
516,BUI,Burundi,1992,184,0,107
516,BUI,Burundi,1993,780,500,110
516,BUI,Burundi,1994,330,400,165
516,BUI,Burundi,1995,290,300,140
516,BUI,Burundi,1996,285,400,12
516,BUI,Burundi,1997,248,500,12
516,BUI,Burundi,1998,281,500,5
516,BUI,Burundi,1999,310,800,2
516,BUI,Burundi,2000,420,600,6
516,BUI,Burundi,2001,375,600,28
516,BUI,Burundi,2002,400,400,41
516,BUI,Burundi,2003,355,400,42
516,BUI,Burundi,2004,482,0,61
516,BUI,Burundi,2005,439,0,41
516,BUI,Burundi,2006,394,100,20
516,BUI,Burundi,2007,425,100,32
516,BUI,Burundi,2008,277,0,26
517,RWA,Rwanda,1964,159,0,0
517,RWA,Rwanda,1965,185,0,0
517,RWA,Rwanda,1966,185,0,0
517,RWA,Rwanda,1967,160,0,13
517,RWA,Rwanda,1968,161,0,13
517,RWA,Rwanda,1969,180,0,13
517,RWA,Rwanda,1970,145,0,12
517,RWA,Rwanda,1971,142,0,12
517,RWA,Rwanda,1972,155,0,3
517,RWA,Rwanda,1973,,,
517,RWA,Rwanda,1974,161,0,8
517,RWA,Rwanda,1975,,,
517,RWA,Rwanda,1976,151,0,7
517,RWA,Rwanda,1977,174,0,7
517,RWA,Rwanda,1978,175,0,7
517,RWA,Rwanda,1979,,,
517,RWA,Rwanda,1980,175,0,8
517,RWA,Rwanda,1981,335,0,10
517,RWA,Rwanda,1982,,0,10
517,RWA,Rwanda,1983,145,0,60
517,RWA,Rwanda,1984,149,0,49
517,RWA,Rwanda,1985,187,0,21
517,RWA,Rwanda,1986,189,0,19
517,RWA,Rwanda,1987,197,0,19
517,RWA,Rwanda,1988,218,0,21
517,RWA,Rwanda,1989,233,0,20
517,RWA,Rwanda,1990,511,0,22
517,RWA,Rwanda,1991,511,100,32
517,RWA,Rwanda,1992,202,350,24
517,RWA,Rwanda,1993,275,300,370
517,RWA,Rwanda,1994,1715,1200,0
517,RWA,Rwanda,1995,1545,500,0
517,RWA,Rwanda,1996,257,0,20
517,RWA,Rwanda,1997,43,50,28
517,RWA,Rwanda,1998,12,500,36
517,RWA,Rwanda,1999,35,600,36
517,RWA,Rwanda,2000,55,150,29
517,RWA,Rwanda,2001,60,0,35
517,RWA,Rwanda,2002,50,0,32
517,RWA,Rwanda,2003,46,0,37
517,RWA,Rwanda,2004,59,0,36
517,RWA,Rwanda,2005,103,0,50
517,RWA,Rwanda,2006,92,0,53
517,RWA,Rwanda,2007,71,0,54
517,RWA,Rwanda,2008,89,0,59
520,SOM,Somalia,1964,0,0,0
520,SOM,Somalia,1965,70,0,0
520,SOM,Somalia,1966,70,0,0
520,SOM,Somalia,1967,70,0,419
520,SOM,Somalia,1968,70,0,419
520,SOM,Somalia,1969,70,0,419
520,SOM,Somalia,1970,70,0,0
520,SOM,Somalia,1971,70,0,0
520,SOM,Somalia,1972,0,0,0
520,SOM,Somalia,1973,,,
520,SOM,Somalia,1974,0,0,0
520,SOM,Somalia,1975,,,
520,SOM,Somalia,1976,0,0,0
520,SOM,Somalia,1977,0,0,0
520,SOM,Somalia,1978,0,0,20
520,SOM,Somalia,1979,,,
520,SOM,Somalia,1980,0,0,1174
520,SOM,Somalia,1981,0,0,1540
520,SOM,Somalia,1982,0,150,700
520,SOM,Somalia,1983,0,0,500
520,SOM,Somalia,1984,0,0,700
520,SOM,Somalia,1985,0,0,550
520,SOM,Somalia,1986,0,0,550
520,SOM,Somalia,1987,0,0,430
520,SOM,Somalia,1988,350,600,365
520,SOM,Somalia,1989,389,235,350
520,SOM,Somalia,1990,456,400,358
520,SOM,Somalia,1991,718,750,35
520,SOM,Somalia,1992,865,2000,10
520,SOM,Somalia,1993,491,700,0
520,SOM,Somalia,1994,457,500,0
520,SOM,Somalia,1995,480,300,0
520,SOM,Somalia,1996,467,250,0
520,SOM,Somalia,1997,486,200,0
520,SOM,Somalia,1998,421,250,0
520,SOM,Somalia,1999,425,350,0
520,SOM,Somalia,2000,370,300,0
520,SOM,Somalia,2001,300,400,0
520,SOM,Somalia,2002,300,350,0
520,SOM,Somalia,2003,277,350,0
520,SOM,Somalia,2004,325,400,3
520,SOM,Somalia,2005,328,370,3
520,SOM,Somalia,2006,410,400,0
520,SOM,Somalia,2007,504,1100,2
520,SOM,Somalia,2008,530,1300,15
522,DJI,Djibouti,1967,12,0,0
522,DJI,Djibouti,1968,12,0,0
522,DJI,Djibouti,1969,12,0,0
522,DJI,Djibouti,1970,0,0,0
522,DJI,Djibouti,1971,0,0,0
522,DJI,Djibouti,1972,0,0,0
522,DJI,Djibouti,1973,,,
522,DJI,Djibouti,1974,0,0,0
522,DJI,Djibouti,1975,,,
522,DJI,Djibouti,1976,0,0,0
522,DJI,Djibouti,1977,0,0,0
522,DJI,Djibouti,1978,0,0,6
522,DJI,Djibouti,1979,,,
522,DJI,Djibouti,1980,0,0,50
522,DJI,Djibouti,1981,0,0,42
522,DJI,Djibouti,1982,0,0,30
522,DJI,Djibouti,1983,0,0,32
522,DJI,Djibouti,1984,0,0,0
522,DJI,Djibouti,1985,0,0,17
522,DJI,Djibouti,1986,0,0,17
522,DJI,Djibouti,1987,0,0,14
522,DJI,Djibouti,1988,0,0,2
522,DJI,Djibouti,1989,0,0,46
522,DJI,Djibouti,1990,0,0,67
522,DJI,Djibouti,1991,0,0,120
522,DJI,Djibouti,1992,0,0,96
522,DJI,Djibouti,1993,7,140,60
522,DJI,Djibouti,1994,10,0,60
522,DJI,Djibouti,1995,10,0,25
522,DJI,Djibouti,1996,10,25,22
522,DJI,Djibouti,1997,0,0,22
522,DJI,Djibouti,1998,0,0,23
522,DJI,Djibouti,1999,1,0,23
522,DJI,Djibouti,2000,1,0,22
522,DJI,Djibouti,2001,0,0,22
522,DJI,Djibouti,2002,0,0,23
522,DJI,Djibouti,2003,0,0,36
522,DJI,Djibouti,2004,0,0,18
522,DJI,Djibouti,2005,0,0,11
522,DJI,Djibouti,2006,0,0,9
522,DJI,Djibouti,2007,0,0,8
522,DJI,Djibouti,2008,0,0,9
530,ETH,Ethiopia,1964,0,0,0
530,ETH,Ethiopia,1965,0,0,75
530,ETH,Ethiopia,1966,0,0,80
530,ETH,Ethiopia,1967,215,0,90
530,ETH,Ethiopia,1968,220,0,92
530,ETH,Ethiopia,1969,227,0,90
530,ETH,Ethiopia,1970,48,0,90
530,ETH,Ethiopia,1971,55,0,93
530,ETH,Ethiopia,1972,55,0,0
530,ETH,Ethiopia,1973,,,
530,ETH,Ethiopia,1974,52,0,5
530,ETH,Ethiopia,1975,,,
530,ETH,Ethiopia,1976,91,0,11
530,ETH,Ethiopia,1977,91,0,8
530,ETH,Ethiopia,1978,177,653,10
530,ETH,Ethiopia,1979,,,
530,ETH,Ethiopia,1980,1529,850,11
530,ETH,Ethiopia,1981,1967,1800,11
530,ETH,Ethiopia,1982,1050,150,11
530,ETH,Ethiopia,1983,883,157,5
530,ETH,Ethiopia,1984,1209,1650,40
530,ETH,Ethiopia,1985,1286,1100,72
530,ETH,Ethiopia,1986,1230,1100,110
530,ETH,Ethiopia,1987,1122,1100,220
530,ETH,Ethiopia,1988,1101,1100,740
530,ETH,Ethiopia,1989,1036,1100,740
530,ETH,Ethiopia,1990,1226,1000,783
530,ETH,Ethiopia,1991,752,1000,534
530,ETH,Ethiopia,1992,835,600,416
530,ETH,Ethiopia,1993,232,500,156
530,ETH,Ethiopia,1994,191,400,250
530,ETH,Ethiopia,1995,111,0,308
530,ETH,Ethiopia,1996,58,0,328
530,ETH,Ethiopia,1997,48,0,313
530,ETH,Ethiopia,1998,40,150,251
530,ETH,Ethiopia,1999,50,300,246
530,ETH,Ethiopia,2000,40,280,194
530,ETH,Ethiopia,2001,13,100,114
530,ETH,Ethiopia,2002,20,90,115
530,ETH,Ethiopia,2003,19,90,112
530,ETH,Ethiopia,2004,52,0,116
530,ETH,Ethiopia,2005,64,150,101
530,ETH,Ethiopia,2006,78,190,147
530,ETH,Ethiopia,2007,62,200,202
530,ETH,Ethiopia,2008,78,300,135
531,ERI,Eritrea,1993,422,200,0
531,ERI,Eritrea,1994,384,0,0
531,ERI,Eritrea,1995,342,0,0
531,ERI,Eritrea,1996,343,0,1
531,ERI,Eritrea,1997,323,0,3
531,ERI,Eritrea,1998,323,100,3
531,ERI,Eritrea,1999,320,250,2
531,ERI,Eritrea,2000,350,310,1
531,ERI,Eritrea,2001,305,90,2
531,ERI,Eritrea,2002,290,75,3
531,ERI,Eritrea,2003,280,75,4
531,ERI,Eritrea,2004,204,0,5
531,ERI,Eritrea,2005,215,0,6
531,ERI,Eritrea,2006,255,43,7
531,ERI,Eritrea,2007,274,32,7
531,ERI,Eritrea,2008,235,10,5
540,ANG,Angola,1964,150,0,0
540,ANG,Angola,1965,256,0,0
540,ANG,Angola,1966,406,0,0
540,ANG,Angola,1967,504,0,4
540,ANG,Angola,1968,414,0,6
540,ANG,Angola,1969,487,0,6
540,ANG,Angola,1970,567,0,4
540,ANG,Angola,1971,415,0,5
540,ANG,Angola,1972,430,0,5
540,ANG,Angola,1973,,,
540,ANG,Angola,1974,427,0,5
540,ANG,Angola,1975,,,
540,ANG,Angola,1976,631,350,0
540,ANG,Angola,1977,635,350,0
540,ANG,Angola,1978,1505,350,225
540,ANG,Angola,1979,,,
540,ANG,Angola,1980,178,0,61
540,ANG,Angola,1981,18,0,73
540,ANG,Angola,1982,,50,73
540,ANG,Angola,1983,237,70,93
540,ANG,Angola,1984,301,375,96
540,ANG,Angola,1985,358,500,92
540,ANG,Angola,1986,376,480,92
540,ANG,Angola,1987,404,3500,92
540,ANG,Angola,1988,396,975,96
540,ANG,Angola,1989,438,908,26
540,ANG,Angola,1990,436,704,12
540,ANG,Angola,1991,443,827,10
540,ANG,Angola,1992,404,900,9
540,ANG,Angola,1993,335,2000,11
540,ANG,Angola,1994,344,2000,11
540,ANG,Angola,1995,313,1500,11
540,ANG,Angola,1996,220,1200,9
540,ANG,Angola,1997,223,1200,9
540,ANG,Angola,1998,302,1200,10
540,ANG,Angola,1999,340,1750,15
540,ANG,Angola,2000,400,2450,12
540,ANG,Angola,2001,445,2500,12
540,ANG,Angola,2002,410,2750,12
540,ANG,Angola,2003,323,1000,13
540,ANG,Angola,2004,223,0,15
540,ANG,Angola,2005,214,0,15
540,ANG,Angola,2006,195,62,16
540,ANG,Angola,2007,169,20,15
540,ANG,Angola,2008,152,20,16
541,MZM,Mozambique,1965,10,0,0
541,MZM,Mozambique,1966,15,0,0
541,MZM,Mozambique,1967,41,0,0
541,MZM,Mozambique,1968,50,0,0
541,MZM,Mozambique,1969,52,0,0
541,MZM,Mozambique,1970,63,0,0
541,MZM,Mozambique,1971,83,0,0
541,MZM,Mozambique,1972,99,0,0
541,MZM,Mozambique,1973,,,
541,MZM,Mozambique,1974,101,0,0
541,MZM,Mozambique,1975,,,
541,MZM,Mozambique,1976,150,0,15
541,MZM,Mozambique,1977,150,0,20
541,MZM,Mozambique,1978,200,0,32
541,MZM,Mozambique,1979,,,
541,MZM,Mozambique,1980,0,0,150
541,MZM,Mozambique,1981,0,0,0
541,MZM,Mozambique,1982,0,50,0
541,MZM,Mozambique,1983,0,0,0
541,MZM,Mozambique,1984,44,400,0
541,MZM,Mozambique,1985,219,1250,0
541,MZM,Mozambique,1986,349,1350,0
541,MZM,Mozambique,1987,917,2000,0
541,MZM,Mozambique,1988,1147,1750,0
541,MZM,Mozambique,1989,1354,0,0
541,MZM,Mozambique,1990,1427,2000,0
541,MZM,Mozambique,1991,1484,2000,0
541,MZM,Mozambique,1992,1725,3500,0
541,MZM,Mozambique,1993,1332,2000,0
541,MZM,Mozambique,1994,325,500,0
541,MZM,Mozambique,1995,97,500,0
541,MZM,Mozambique,1996,0,0,0
541,MZM,Mozambique,1997,0,0,0
541,MZM,Mozambique,1998,0,0,0
541,MZM,Mozambique,1999,0,0,1
541,MZM,Mozambique,2000,0,0,2
541,MZM,Mozambique,2001,0,0,5
541,MZM,Mozambique,2002,0,0,7
541,MZM,Mozambique,2003,0,0,8
541,MZM,Mozambique,2004,0,0,6
541,MZM,Mozambique,2005,0,0,6
541,MZM,Mozambique,2006,0,0,7
541,MZM,Mozambique,2007,0,0,7
541,MZM,Mozambique,2008,4,0,13
551,ZAM,Zambia,1964,0,0,0
551,ZAM,Zambia,1965,0,0,36
551,ZAM,Zambia,1966,0,0,41
551,ZAM,Zambia,1967,4,0,6
551,ZAM,Zambia,1968,24,0,16
551,ZAM,Zambia,1969,19,0,12
551,ZAM,Zambia,1970,19,0,14
551,ZAM,Zambia,1971,20,0,18
551,ZAM,Zambia,1972,5,0,18
551,ZAM,Zambia,1973,,,
551,ZAM,Zambia,1974,5,0,37
551,ZAM,Zambia,1975,,,
551,ZAM,Zambia,1976,0,0,20
551,ZAM,Zambia,1977,0,0,30
551,ZAM,Zambia,1978,0,0,45
551,ZAM,Zambia,1979,,,
